inelasticity,event_no
0.1502308697407999,3307711
0.02301584420595071,3307712
0.030404153143745782,3307713
0.6168112967870374,3307714
0.11581112885273359,3307715
0.1975067604020082,3307716
0.07967537439014583,3307717
0.05281392571245691,3307718
0.26095622984971456,3307719
0.2199033124333638,3307720
0.40190571847771595,3307721
0.12146224987733689,3307722
0.10897881959191302,3307723
1.0,3307724
0.06283983473973331,3307725
0.9095156732761593,3307726
0.5061528921971258,3307727
0.09789227637440223,3307728
0.467855188310222,3307729
0.2611317336275808,3307730
0.192809759392508,3307731
0.19740319277853746,3307732
0.5523742820529682,3307733
0.055774473508920286,3307734
0.32979129366000726,3307735
0.0026703539618145866,3307736
0.47024909622364564,3307737
0.46344465996084994,3307738
1.0,3307739
0.30759995843875054,3307740
0.2882265684187697,3307741
0.2973812788695246,3307742
0.22852981659373828,3307743
0.35072611760645045,3307744
0.38878461085033555,3307745
0.059287485179845056,3307746
0.4146291745487706,3307747
0.46405493958925137,3307748
0.13712584602647615,3307749
0.634397575334109,3307750
0.20147258006321134,3307751
0.5587079233995678,3307752
0.17716983421760857,3307753
0.8919815121724572,3307754
0.1969863489128818,3307755
0.04964125860124147,3307756
0.06899551905911305,3307757
0.37757226717508163,3307758
0.44001449980410867,3307759
1.0,3307760
0.1765801687538815,3307761
0.4039130464315236,3307762
1.0,3307763
0.007429270169833968,3307764
1.0,3307765
0.7502351420226251,3307766
0.7120534125077316,3307767
0.30767704141572605,3307768
0.5991046647833218,3307769
0.20807616071832047,3307770
0.405401097153417,3307771
0.6572060352477762,3307772
0.48948637746468393,3307773
0.014184515405380127,3307774
0.17465007598913707,3307775
0.08838807360665357,3307776
0.7213361764565368,3307777
0.898759824898829,3307778
0.6208236892252639,3307779
0.27149472832048416,3307780
0.7352127340878658,3307781
0.6362328006700244,3307782
0.7498227279894866,3307783
0.009352984344929816,3307784
0.2593858500349433,3307785
0.41223256050020907,3307786
0.07431796174538985,3307787
0.9625112031092673,3307788
0.2165972460848855,3307789
0.06859699279984754,3307790
0.11312949792838034,3307791
0.5139612868369678,3307792
0.2447012345771713,3307793
0.4889168822025698,3307794
0.3729150623020693,3307795
0.02784886540359477,3307796
0.7523590816063652,3307797
0.17836752578297332,3307798
0.9629689182099677,3307799
0.026936998901278764,3307800
0.3030321192941734,3307801
0.9240847407925519,3307802
0.0895595578108459,3307803
0.21569213675141985,3307804
0.4559065718155436,3307805
0.13464909089359067,3307806
0.2548393167958417,3307807
0.1514694240213823,3307808
0.15101993866791208,3307809
0.01549340832867152,3307810
0.21815353176401087,3307811
0.8564700087182316,3307812
0.9385377781924463,3307813
0.16578509542203546,3307814
0.47380008461378664,3307815
0.5476056020122175,3307816
0.7987269499635357,3307817
0.6655374774572715,3307818
0.19473779090692667,3307819
0.1780002954707547,3307820
0.013617089942687954,3307821
0.08918981137882376,3307822
0.2917404774128578,3307823
0.4832197491537428,3307824
0.28479974433116195,3307825
0.7479902917402541,3307826
1.0,3307827
0.18592325335079074,3307828
0.08285440918004039,3307829
0.16711266308490258,3307830
0.13356624675583384,3307831
0.14117340080314844,3307832
0.004445283843100389,3307833
0.7727062024759483,3307834
0.37610285389812814,3307835
0.3799744485576365,3307836
1.0,3307837
0.8928219918616813,3307838
0.3402604083181563,3307839
0.11093137276703835,3307840
0.04462928373058084,3307841
0.07771599672766327,3307842
0.024954127700714923,3307843
0.32559938303430047,3307844
0.10705204625776632,3307845
0.6569930113474557,3307846
0.013472310901269657,3307847
0.1949333409198173,3307848
0.1526886751531924,3307849
0.023376190718737533,3307850
0.5741010176195833,3307851
0.47824012570652297,3307852
0.45458218151371044,3307853
0.08426108827050793,3307854
0.3409399242081308,3307855
0.2692788224249897,3307856
0.1021628050356248,3307857
0.394370415631881,3307858
0.4287202385811224,3307859
0.864706033631619,3307860
0.14698609795877748,3307861
0.12535655698600123,3307862
0.6189046859552092,3307863
0.24654802897008188,3307864
0.33187342887765703,3307865
0.14827031114999467,3307866
0.04038784542357332,3307867
0.013176182346673171,3307868
0.40768418253665417,3307869
0.02911642328464159,3307870
0.7534507536538635,3307871
0.11194337084014505,3307872
0.48105638790603233,3307873
0.5977848051868138,3307874
0.07794117147057911,3307875
0.09692567330356139,3307876
0.28060750266729484,3307877
0.10292039027412847,3307878
0.5401407375920307,3307879
0.3563275624427581,3307880
0.620329493459165,3307881
0.4310398011514427,3307882
0.4552728182736009,3307883
0.630361640610273,3307884
0.6751163358704153,3307885
0.16769529059868393,3307886
0.9732545045283274,3307887
0.14624715603752803,3307888
1.0,3307889
0.1895615891063216,3307890
0.2589651161012453,3307891
0.028483023235110427,3307892
0.5383729492329296,3307893
0.3112519832077949,3307894
0.5944628554922935,3307895
0.6399308533389747,3307896
0.3546595627126259,3307897
0.19729285727434176,3307898
0.29195605343472064,3307899
0.024153567941250675,3307900
1.0,3307901
0.6417377144204375,3307902
0.3056153050285314,3307903
0.17102052423167524,3307904
0.04510540909064609,3307905
0.11408052273313696,3307906
0.09894375091319596,3307907
0.49858849316856746,3307908
0.0461004280678835,3307909
0.11562886772177827,3307910
0.28421994703716924,3307911
0.4648603188560638,3307912
0.3421919367450519,3307913
0.5417183621204226,3307914
0.9738556610622243,3307915
0.5274396312201425,3307916
0.12990249648535857,3307917
0.24909951320509882,3307918
0.13466917769478304,3307919
0.07372304333896706,3307920
0.7644166554370926,3307921
1.0,3307922
0.09567973182675171,3307923
0.5479220421294573,3307924
0.08153279957882109,3307925
0.7445306574309527,3307926
0.09184993140786868,3307927
0.09638658408464174,3307928
0.7773026617812412,3307929
0.8837315654828561,3307930
0.4841395614838536,3307931
0.606721497571628,3307932
0.043023443851072374,3307933
0.19508529498385474,3307934
0.005680713107391933,3307935
0.03997366839829797,3307936
1.0,3307937
0.36822717875681654,3307938
0.17091532791667907,3307939
0.12419244939896745,3307940
0.5015722339665143,3307941
0.7775744468910109,3307942
0.13621623094729018,3307943
0.02985174857334305,3307944
0.44242505428234313,3307945
0.7629843084786282,3307946
0.32717772104247844,3307947
0.6711057541897275,3307948
0.11343238573079184,3307949
0.9562456539771249,3307950
0.7032548897952762,3307951
0.4882499863258244,3307952
0.5180979366587106,3307953
0.02597944397848828,3307954
0.03399540403629642,3307955
1.0,3307956
0.8600676799731665,3307957
0.16677081586945197,3307958
0.15547219313529304,3307959
0.10326791586017792,3307960
0.07794867485660473,3307961
0.33748375276465215,3307962
0.6892298419909664,3307963
0.1545535599887351,3307964
0.06110672821772756,3307965
0.45167765331383036,3307966
0.11266136021239892,3307967
0.010813091628910643,3307968
0.18725083226397043,3307969
0.5411951968334988,3307970
0.4001432050135739,3307971
0.009688652943580789,3307972
0.07849460810002173,3307973
0.06589869607561394,3307974
0.26954399748567004,3307975
0.36501585713787077,3307976
0.6218614222106813,3307977
0.9825117249854127,3307978
0.08821885439559307,3307979
0.053159445703248265,3307980
0.03702847822964428,3307981
0.30828825006227467,3307982
0.07786909570812028,3307983
0.25529897315608796,3307984
0.167745423319685,3307985
0.2361730168943904,3307986
1.0,3307987
0.0645602679971563,3307988
0.2492408340309844,3307989
0.2742722416921246,3307990
0.07019525860653997,3307991
0.5052993091190876,3307992
0.19080517707301525,3307993
1.0,3307994
1.0,3307995
0.5483722844393528,3307996
0.3544114730201393,3307997
0.760224627026283,3307998
0.07912951439581617,3307999
0.017317927724879945,3308000
0.005105249085208152,3308001
0.7832935326938271,3308002
0.6424816185444818,3308003
0.022947878735378846,3308004
0.1425645055832454,3308005
1.0,3308006
1.0,3308007
0.3926016348039725,3308008
0.15935284850402998,3308009
0.12554959037763003,3308010
0.0039650170091937165,3308011
0.794525100737077,3308012
0.16312817029915105,3308013
0.7592933205841103,3308014
0.4135073197211514,3308015
0.03722370736088898,3308016
0.44868964335198736,3308017
1.0,3308018
0.33520250078938085,3308019
0.3232056406461806,3308020
0.4865065806265967,3308021
0.21081445375738084,3308022
0.24782169275974597,3308023
0.037664553582398175,3308024
0.03423850040853893,3308025
0.008234691359859658,3308026
0.3681871326958791,3308027
0.14853398367979054,3308028
1.0,3308029
0.19991157069297716,3308030
1.0,3308031
0.358591657097339,3308032
0.2486163853968013,3308033
0.32104194567341005,3308034
0.23605899075654768,3308035
0.875381584757728,3308036
0.6113630062485685,3308037
0.7894152657404494,3308038
0.06760262008903906,3308039
0.297399745090014,3308040
0.1367068802341166,3308041
0.17666886750458644,3308042
0.9288609171916329,3308043
1.0,3308044
0.04097888419411744,3308045
0.3708787653272284,3308046
0.7423245748012968,3308047
1.0,3308048
0.9283864117075722,3308049
0.9338188164181225,3308050
0.3056056484651709,3308051
0.08710014171416491,3308052
0.1397648005113743,3308053
0.0987176096556387,3308054
0.1071693722724375,3308055
0.5542625287907614,3308056
0.003238073238950423,3308057
0.02953432271759071,3308058
0.14931355530749446,3308059
0.4867544336704389,3308060
0.5646702769051142,3308061
0.19433712987398677,3308062
1.0,3308063
0.6955635629523783,3308064
0.044744965252170976,3308065
0.0942681427798171,3308066
0.6348962759631283,3308067
0.42634100460840874,3308068
0.07382839875853686,3308069
0.22899159153814563,3308070
1.0,3308071
0.1742674766235518,3308072
0.03528447543253266,3308073
0.01829718680367609,3308074
0.883970026158314,3308075
0.024964965880335033,3308076
0.6444055010766687,3308077
0.8327723853951479,3308078
0.1855716241500458,3308079
0.027675349361696244,3308080
0.6573541242818967,3308081
0.06919083503684764,3308082
0.5400755989101715,3308083
0.16821223292073928,3308084
0.6233881068448031,3308085
0.7752040646975618,3308086
0.6317667226321182,3308087
0.6584061799034941,3308088
0.8397953821917528,3308089
0.23833253835192136,3308090
0.4430167573350684,3308091
0.7983156631347804,3308092
0.2528185653506523,3308093
0.4030796320210356,3308094
0.00132421747304734,3308095
0.02129458969479603,3308096
0.237563192631842,3308097
0.17822588005343054,3308098
1.0,3308099
0.18498114703391888,3308100
0.10064869866848436,3308101
0.2829164586470767,3308102
0.18397248092912832,3308103
0.029386841247865947,3308104
0.33941126706744196,3308105
0.7186737957628326,3308106
0.7656763688592205,3308107
0.12820918149096683,3308108
0.20013201325412522,3308109
0.9847144581269615,3308110
0.37492586118523674,3308111
0.289345847844639,3308112
0.4985997000023853,3308113
0.012886757576331953,3308114
1.0,3308115
0.02080283324407406,3308116
0.2154667590513507,3308117
0.39625496431276575,3308118
0.48142898955895974,3308119
0.1313120407356262,3308120
0.2974695566351305,3308121
0.5158633069368073,3308122
0.2792377000121352,3308123
0.3220703260000022,3308124
0.17429634545033235,3308125
0.010459824873207402,3308126
0.565803944182121,3308127
0.5363462530727117,3308128
0.06930726174028778,3308129
0.3755825643868489,3308130
0.5994789726384704,3308131
0.41488169978674694,3308132
0.6773894482043217,3308133
0.09138755692750256,3308134
0.008791638893755116,3308135
0.7465116630101014,3308136
0.2569298108862753,3308137
1.0,3308138
0.8313572261121213,3308139
0.2583195955562885,3308140
0.32473736986404744,3308141
0.5057598542613554,3308142
1.0,3308143
0.3859188540486491,3308144
0.2165439353608094,3308145
1.0,3308146
0.3600817454217673,3308147
0.6141768853485363,3308148
0.5000933712017491,3308149
0.0278506447125072,3308150
0.24033881944714408,3308151
0.6275646229416625,3308152
0.01271522883458076,3308153
0.19958666395844404,3308154
0.3219079186250057,3308155
0.43571921963106663,3308156
0.014716329639591463,3308157
0.46670885372944804,3308158
0.17345845966554152,3308159
0.49057699140576316,3308160
0.6270459727543699,3308161
0.5200905152442504,3308162
0.39984886719335433,3308163
1.0,3308164
0.13611072322538242,3308165
0.025363537140508097,3308166
0.32799726191140033,3308167
0.1889154738512211,3308168
0.9905756331710361,3308169
0.9705294487576523,3308170
0.06415263726926546,3308171
0.004949828169792947,3308172
0.45656867520039923,3308173
0.021975908379692544,3308174
0.3146902527223676,3308175
0.6685451315998405,3308176
0.0057825666075354,3308177
1.0,3308178
0.380896143478077,3308179
0.6526923951982264,3308180
0.009226189861198053,3308181
0.8151343634052696,3308182
1.0,3308183
0.0214285716146444,3308184
0.9535376203633905,3308185
0.37877798414347275,3308186
0.38281251715157183,3308187
0.8382188312169285,3308188
0.015266734608278765,3308189
0.20365871056908103,3308190
0.4722628523218604,3308191
0.05668682011624271,3308192
0.9742811281547838,3308193
0.26528232231624205,3308194
0.698475861917,3308195
0.5462681994647325,3308196
0.2780787206461025,3308197
0.1275055388727354,3308198
0.1971866985429357,3308199
0.2673091072885573,3308200
0.8145275911362753,3308201
0.05577733732620804,3308202
0.7161273170124318,3308203
0.04082626859541094,3308204
0.08058206939568424,3308205
0.16354300665040267,3308206
0.07071382591942321,3308207
0.1971022744542128,3308208
0.05090159095667668,3308209
0.042974828189420555,3308210
0.45776326605834816,3308211
0.3834037125577545,3308212
0.5996366855586539,3308213
0.044519535454661585,3308214
0.6492415083142459,3308215
0.1296819048445781,3308216
0.14902341849833778,3308217
0.9180054679505568,3308218
0.3230510909680502,3308219
0.0807701180328505,3308220
0.19579303512780055,3308221
0.00771216290208232,3308222
0.28004914653816226,3308223
0.015278944575375819,3308224
0.3789336138742422,3308225
1.0,3308226
0.02390144797134186,3308227
1.0,3308228
0.803162421074684,3308229
0.09793905355697818,3308230
0.879560683354986,3308231
0.57661966123615,3308232
0.6540318550155821,3308233
0.11577592952960636,3308234
0.18685259922168995,3308235
0.2963444856709625,3308236
0.19910317751130424,3308237
0.9272193078271366,3308238
0.19512160657720512,3308239
0.011668546166367366,3308240
0.07522174683486738,3308241
0.42351901982839346,3308242
0.36600460216041464,3308243
0.2847900637782408,3308244
0.2001230082657729,3308245
0.6361180576656504,3308246
0.8332190650415278,3308247
0.19954261960821817,3308248
0.7368795305999232,3308249
0.13152693453715192,3308250
0.636231855964879,3308251
0.2722651845123928,3308252
0.4109219102556828,3308253
0.8691718511546743,3308254
0.08093532408532855,3308255
0.0037907186178518515,3308256
0.4912170703140478,3308257
0.7189053290496534,3308258
0.4770552089067124,3308259
0.24977762324846953,3308260
0.31791600907175965,3308261
0.3277199181128303,3308262
0.4056489301081776,3308263
0.04273626912284889,3308264
0.2810323117658995,3308265
0.24690355300276545,3308266
0.09609872329129154,3308267
0.10577803776971384,3308268
0.4800900844557997,3308269
0.06677065986243425,3308270
0.12024855772876153,3308271
1.0,3308272
0.20799942946164174,3308273
0.29715523313156045,3308274
0.9776921277230374,3308275
0.8372414958277523,3308276
0.41420674786697276,3308277
0.09073688453512307,3308278
0.49263493327304153,3308279
0.9765486356508928,3308280
0.03604210027615928,3308281
0.2455485194709489,3308282
0.02346069353730995,3308283
0.06143374334101781,3308284
0.09148843699541587,3308285
0.16433088824060582,3308286
0.2068782161258237,3308287
0.04578670768319015,3308288
0.24641003716749588,3308289
0.6050266920230005,3308290
0.1791329389700027,3308291
0.37124641105348555,3308292
0.059546749499734375,3308293
0.9601278948076234,3308294
0.43620180253329766,3308295
0.6546758714032639,3308296
0.16076038363392475,3308297
0.2049483778249891,3308298
0.3682738419465895,3308299
0.007968237065143158,3308300
0.01590771136086755,3308301
0.5811284642846954,3308302
0.47720581835424103,3308303
0.26812470336661454,3308304
0.02348047831063471,3308305
0.38112320930673127,3308306
0.9383151949538797,3308307
0.20947051296828223,3308308
0.12239381941106842,3308309
0.1124882999210366,3308310
0.9116886181605641,3308311
0.6211184776115847,3308312
0.3625087149025433,3308313
0.7515491956423582,3308314
0.014168276307612304,3308315
0.3002892952202424,3308316
0.031108931075003565,3308317
0.5212715088738096,3308318
0.6401654309644549,3308319
0.022844212502597383,3308320
0.10859192288787312,3308321
0.7128708323640901,3308322
0.2724510823016534,3308323
0.9929297389010195,3308324
0.4968316518299756,3308325
0.06549034850516777,3308326
1.0,3308327
0.17242844112376388,3308328
0.29757895913691856,3308329
0.07588864986308075,3308330
0.01861934840214563,3308331
0.9642110825814673,3308332
0.18384858084457767,3308333
0.772356016859144,3308334
0.1498703229332219,3308335
0.10123203260074787,3308336
0.7199008920704454,3308337
0.37039398736141405,3308338
0.6225191412465749,3308339
0.8896385528142283,3308340
0.11571286988502738,3308341
0.8009382978080927,3308342
0.03806729030264866,3308343
0.1401891736777401,3308344
0.27842362069160764,3308345
0.7421414131106279,3308346
0.442126321920591,3308347
0.4854020031838161,3308348
0.8197014481935768,3308349
1.0,3308350
0.4629703668817362,3308351
0.10962370890000417,3308352
0.18956396407250753,3308353
0.4280074624553408,3308354
0.039623239515533926,3308355
0.11014715468341418,3308356
0.0508482337481142,3308357
1.0,3308358
1.0,3308359
0.9300229958783933,3308360
0.005370750749181363,3308361
0.4667988386717594,3308362
0.16030437004738374,3308363
0.8227855481207135,3308364
0.8435888541778296,3308365
0.1732863368818104,3308366
0.09926196867757131,3308367
0.8221069972834923,3308368
0.36218675379268406,3308369
0.37836378485643873,3308370
0.8842107186098142,3308371
0.34849887131192303,3308372
0.962426485482269,3308373
1.0,3308374
0.8394887647691397,3308375
0.6570505642781095,3308376
0.43662570858732996,3308377
0.8840583986589843,3308378
0.3928947106571572,3308379
0.6091792895305898,3308380
0.38146559883395403,3308381
0.8296751590810243,3308382
0.08095332855042014,3308383
0.25993151028636685,3308384
0.13626516559974244,3308385
0.06145194505376561,3308386
0.1019661209879903,3308387
0.1307439028882028,3308388
0.2990556087218199,3308389
0.7168759429293472,3308390
0.31360217802603196,3308391
0.9586065855064245,3308392
0.18916539322428405,3308393
1.0,3308394
0.7900925835928281,3308395
0.3134884252465361,3308396
0.024230545212879262,3308397
0.2236027837294038,3308398
0.09277477166011083,3308399
0.4987311655218635,3308400
0.3415160650913266,3308401
1.0,3308402
0.551828487154228,3308403
0.2304581272802606,3308404
1.0,3308405
0.1768739418289279,3308406
0.021996811448593112,3308407
0.5211226104338149,3308408
0.4222062902559066,3308409
0.280004069310512,3308410
0.248974754344643,3308411
0.31017814160299784,3308412
0.7875996124818331,3308413
0.830855887745529,3308414
1.0,3308415
0.8779995555149758,3308416
0.6071623747468926,3308417
0.040040280017322516,3308418
0.9938158666941703,3308419
0.21483829122981524,3308420
0.5734104980639001,3308421
0.340145086219274,3308422
0.6738226452279169,3308423
0.5102132796528244,3308424
0.8176030088193469,3308425
0.3209720614710362,3308426
0.03252893418872249,3308427
0.8369846245083593,3308428
0.1706307872787144,3308429
0.8450481178087386,3308430
0.11555901759595277,3308431
1.0,3308432
0.22715145486065158,3308433
0.13952128840264966,3308434
0.03547786281847809,3308435
1.0,3308436
0.18246204342020667,3308437
0.019303602015173338,3308438
0.058488733159236306,3308439
0.377129880129604,3308440
0.2916872287503588,3308441
0.1287379172013785,3308442
0.4872710986667027,3308443
0.8914264592958863,3308444
0.6521980408678836,3308445
0.4089723282489064,3308446
0.3235681410552933,3308447
0.24330723736757065,3308448
0.47846376687039804,3308449
0.5615842972094056,3308450
0.153515666376962,3308451
0.5876633155137629,3308452
0.5309840830609669,3308453
0.10981994058043976,3308454
0.30773081151369097,3308455
0.3823781682307187,3308456
0.016668796880165426,3308457
0.017479952870474547,3308458
0.8363361396544219,3308459
0.707854272460201,3308460
0.3327414896080979,3308461
0.8180779051148004,3308462
1.0,3308463
0.21012861903707403,3308464
0.42627928121614445,3308465
0.4976370823600671,3308466
0.10264090452557217,3308467
0.02894155964034495,3308468
0.1081734705955043,3308469
0.06515253138274923,3308470
0.5257851940059644,3308471
0.4321888677222431,3308472
0.06339854392843947,3308473
0.16420748919124928,3308474
0.002181979198604189,3308475
0.3625302530940582,3308476
0.8369303798685322,3308477
0.2687245934467263,3308478
0.1767532165936312,3308479
0.047421710184133326,3308480
0.06946767015881028,3308481
0.3326935391713489,3308482
0.1514023294470047,3308483
0.2715789820810427,3308484
0.5456835271517393,3308485
0.18550055692069067,3308486
0.08986662439271609,3308487
0.03960904097241691,3308488
0.1944241623164471,3308489
0.019847926548866468,3308490
0.30784139791202647,3308491
0.009981103581744089,3308492
0.18471642717602132,3308493
0.008483948159517696,3308494
0.14924469328068013,3308495
0.8491248868379377,3308496
0.40091077507627626,3308497
0.7017027833734457,3308498
0.503404252929951,3308499
0.7286583996207328,3308500
0.07321387333334173,3308501
0.8037808488273092,3308502
0.14313608790905175,3308503
0.2897054221304831,3308504
0.04460027324822946,3308505
1.0,3308506
