CascadeFilter_13,DeepCoreFilter_13,EventID,L3_oscNext_bool,L4_oscNext_bool,L5_oscNext_bool,L6_oscNext_bool,L7_oscNext_bool,MuonFilter_13,OnlineL2Filter_17,RunID,SubEventID,SubrunID,azimuth,dbang_decay_length,elasticity,energy,energy_cascade,energy_track,event_no,event_time,inelasticity,interaction_type,pid,position_x,position_y,position_z,sim_type,stopped_muon,track_length,zenith
0.0,1.0,350.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.2809568467788,-1.0,-1.0,3.06436943791165,1.23707234483024,1.82729709308141,3307442,1.08790874074372e+17,0.4036955627887,1.0,-14.0,1.52055263740275,-99.1093759855934,-313.659213610514,genie,-1.0,-1.0,1.6152575005547
0.0,1.0,352.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,6.04118920873103,-1.0,-1.0,4.62798574699703,0.368122111760953,4.25986363523607,3307443,1.08790874074371e+17,0.0795426200263943,1.0,-14.0,74.7427934281559,-67.2366238619671,-283.684013106005,genie,-1.0,-1.0,0.537894824616885
0.0,1.0,368.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.63316828254818,-1.0,-1.0,4.40379518616386,0.856598534031611,3.54719665213224,3307444,1.08790874074372e+17,0.194513708703559,1.0,-14.0,43.9983097726747,-100.595669287972,-316.380384364941,genie,-1.0,-1.0,2.01989631967366
0.0,1.0,372.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,2.73876003531175,-1.0,-1.0,4.87152934113408,1.47519945972444,3.39632988140965,3307445,1.08790874074373e+17,0.302820604459505,1.0,-14.0,46.9234268123099,-43.7379839320358,-370.470200261415,genie,-1.0,-1.0,1.34250895181299
0.0,1.0,398.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.84878975465369,-1.0,-1.0,4.42505045465493,2.81382116815267,1.61122928650225,3307446,1.08790874074372e+17,0.63588453894185,1.0,-14.0,44.5422507559574,-107.095920531112,-479.702097134041,genie,-1.0,-1.0,1.58990417486596
0.0,1.0,438.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,4.33731856957688,-1.0,-1.0,4.62551728517557,0.562380198972817,4.06313708620276,3307447,1.08790874074372e+17,0.121582120290676,1.0,-14.0,46.236293328722,-131.688722675789,-298.200218498449,genie,-1.0,-1.0,1.60097265436318
0.0,1.0,444.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,6.28019729740585,-1.0,-1.0,3.37416845785861,2.10770836970558,1.26646008815303,3307448,1.08790874074372e+17,0.624660089153705,1.0,-14.0,32.528735318921,-77.5702686307903,-459.544422927539,genie,-1.0,-1.0,2.04303004380581
0.0,1.0,454.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,1.6919541770174,-1.0,-1.0,4.30459114273494,1.27873031161836,3.02586083111659,3307449,1.08790874074372e+17,0.297061966913287,1.0,14.0,43.9582500644265,-86.2768207213501,-270.295147274299,genie,-1.0,-1.0,1.74671315535808
0.0,1.0,470.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.95638996559932,-1.0,-1.0,3.81664415106132,1.09056336750837,2.72608078355295,3307450,1.08790874074372e+17,0.285738812512847,1.0,14.0,94.0393107584879,-62.7976849675699,-286.59465575247,genie,-1.0,-1.0,1.97527265019442
0.0,1.0,472.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,4.4453336862572,-1.0,-1.0,4.92014241278396,0.160720055315216,4.75942235746874,3307451,1.08790874074377e+17,0.0326657323775057,1.0,14.0,102.939658244694,-61.3319337927073,-458.254065512699,genie,-1.0,-1.0,1.31296584051944
0.0,1.0,480.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.09499929226024,-1.0,-1.0,1.76442521232519,0.529750547355946,1.23467466496925,3307452,1.08790874074372e+17,0.300239728867755,1.0,14.0,-5.96405501302464,-5.04006081959523,-453.675313865237,genie,-1.0,-1.0,1.23119527626844
0.0,1.0,506.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.69517701019201,-1.0,-1.0,4.89241133077004,4.28979568527738,0.602615645492655,3307453,1.08790874074372e+17,0.876826455350841,1.0,14.0,49.9363550087868,-109.839859127968,-247.022222024768,genie,-1.0,-1.0,2.74549278470874
0.0,1.0,532.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.44931437474561,-1.0,-1.0,2.29117585625283,0.0708081791609971,2.22036767709184,3307454,1.08790874074372e+17,0.0309047334658992,1.0,-14.0,86.5108252306797,-65.046889661864,-368.165107213288,genie,-1.0,-1.0,2.96551099115399
0.0,1.0,538.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,0.426011909440583,-1.0,-1.0,3.24683933228553,0.127656272582288,3.11918305970324,3307455,1.08790874074364e+17,0.0393170894885112,1.0,-14.0,-1.75161615401333,-85.5431394177554,-296.086218169903,genie,-1.0,-1.0,2.61311908702883
0.0,1.0,550.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,0.443577523770355,-1.0,-1.0,2.89707986108012,1.35085767040054,1.54622219067958,3307456,1.08790874074365e+17,0.466282510381643,1.0,14.0,-17.4227615221126,10.5042275605548,-479.04656567448,genie,-1.0,-1.0,1.67449451190577
0.0,1.0,558.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,2.04676062735307,-1.0,-1.0,2.75067399070778,0.843843035742289,1.90683095496549,3307457,1.08790874074372e+17,0.306776825822663,1.0,14.0,35.2262782754139,46.6079807940214,-466.320112109256,genie,-1.0,-1.0,1.79088497946189
0.0,1.0,574.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,2.71191030543844,-1.0,-1.0,2.39523536398773,0.251905922507528,2.14332944148021,3307458,1.08790874074373e+17,0.105169590552529,1.0,14.0,12.6367415861808,24.9028655939846,-370.765173182193,genie,-1.0,-1.0,2.11234647422089
0.0,1.0,576.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,0.263161277646674,-1.0,-1.0,3.43113388263904,0.124796851238353,3.30633703140069,3307459,1.08790874074374e+17,0.0363718978935226,1.0,-14.0,31.0685083399434,-90.6270937235841,-470.566975552571,genie,-1.0,-1.0,2.51092925306976
0.0,1.0,593.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,1.51989649181562,-1.0,-1.0,3.77835021027693,0.266936228735582,3.51141398154135,3307460,1.08790874074372e+17,0.0706488847988543,1.0,14.0,62.3693658239129,-83.3958305856273,-374.462906959182,genie,-1.0,-1.0,1.1977962892132
0.0,1.0,611.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,6.18772872233569,-1.0,-1.0,3.04515273012529,0.974219559983925,2.07093317014137,3307461,1.08790874074372e+17,0.31992469551563,1.0,14.0,85.3090606565804,-68.5395905218987,-285.005227705355,genie,-1.0,-1.0,1.36151047468345
0.0,1.0,615.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,5.46334142284561,-1.0,-1.0,2.16896013338422,0.179197764975803,1.98976236840842,3307462,1.08790874074372e+17,0.0826192064195302,1.0,14.0,78.6102234148839,-74.327259314751,-447.238884854625,genie,-1.0,-1.0,2.71555512033576
0.0,1.0,621.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,0.00439399773936877,-1.0,-1.0,4.77920562840145,2.94828938791989,1.83091624048156,3307463,1.08790874074372e+17,0.61689946345875,1.0,14.0,51.0985331587882,35.4812194137059,-490.207833963648,genie,-1.0,-1.0,1.54104514546305
0.0,1.0,625.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,1.76835166364508,-1.0,-1.0,3.8627304974222,1.20396545976316,2.65876503765904,3307464,1.08790874074372e+17,0.311687667717597,1.0,14.0,102.208017637051,-40.7320243054112,-334.189473407858,genie,-1.0,-1.0,1.61896431045168
0.0,1.0,627.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.69249373755436,-1.0,-1.0,1.41624795516178,1.23127881963151,0.184969135530264,3307465,1.08790874074372e+17,0.869394949622974,1.0,14.0,-28.1037553831311,-85.4515450915019,-491.551062234191,genie,-1.0,-1.0,2.11227425435424
0.0,1.0,637.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,2.82382589087465,-1.0,-1.0,4.44662479918434,2.29754320559218,2.14908159359216,3307466,1.08790874074372e+17,0.516693741737244,1.0,14.0,37.9536071602385,-100.143429716114,-378.405655536523,genie,-1.0,-1.0,0.809708489457607
0.0,1.0,649.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.04552536920495,-1.0,-1.0,2.88415097352426,0.401276381853298,2.48287459167096,3307467,1.08790874074373e+17,0.139131545309836,1.0,-14.0,-13.3419359499804,-105.117993841682,-455.797520188278,genie,-1.0,-1.0,2.87579164531009
0.0,1.0,661.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,141122.0,0.0,0.0,3.70914856688342,-1.0,-1.0,4.50175334051969,0.721655195776051,3.78009814474364,3307468,1.08790874074372e+17,0.16030536130901,1.0,14.0,-18.1245730763323,-76.4418661799202,-455.673305050935,genie,-1.0,-1.0,2.42408261321036
